AFFX-MurIL2_at (spiked control),AFFX-MurIL2_at
Cluster Incl. AA009569:zi04h03.r1 Homo sapiens cDNA, 5  end /clone=IMAGE-429845 /clone_end=5  /gb=AA009569 /gi=1470707 /ug=Hs.193327 /len=469,40943_at
Cluster Incl. AF028008:Homo sapiens SP1-like zinc finger transcription factor (TIEG2) mRNA, complete cds /cds=(17,1555) /gb=AF028008 /gi=3334452 /ug=Hs.193776 /len=1796,40944_at
Cluster Incl. AI991531:ws09g12.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2496742 /clone_end=3  /gb=AI991531 /gi=5838436 /ug=Hs.193776 /len=602,40945_at
Cluster Incl. AI023044:ow65c01.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-1651680 /clone_end=3  /gb=AI023044 /gi=3238285 /ug=Hs.194149 /len=572,40946_at
Cluster Incl. AL096734:Homo sapiens mRNA; cDNA DKFZp434M011 (from clone DKFZp434M011) /cds=UNKNOWN /gb=AL096734 /gi=5419867 /ug=Hs.194149 /len=3180,40947_at
Cluster Incl. M96759:Human rod outer segment membrane protein 1 (ROM1) gene exons 1-3, complete cds /cds=(15,1070) /gb=M96759 /gi=292430 /ug=Hs.1943 /len=1348,40948_at
Cluster Incl. AF035812:Homo sapiens dynein light intermediate chain 2 (LIC2) mRNA, complete cds /cds=(6,1484) /gb=AF035812 /gi=2665835 /ug=Hs.194625 /len=1606,40949_at
Cluster Incl. AI640861:wa27d03.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2299301 /clone_end=3  /gb=AI640861 /gi=4703970 /ug=Hs.194625 /len=841,40950_at
Cluster Incl. AL049250:Homo sapiens mRNA; cDNA DKFZp564D113 (from clone DKFZp564D113) /cds=UNKNOWN /gb=AL049250 /gi=4499989 /ug=Hs.194637 /len=2481,40951_at
Cluster Incl. AA257983:zs35h03.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-687221 /clone_end=3  /gb=AA257983 /gi=1894415 /ug=Hs.194637 /len=504,40952_at
Cluster Incl. S80562:acidic calponin [human, kidney, mRNA, 1607 nt] /cds=(83,1072) /gb=S80562 /gi=1245966 /ug=Hs.194662 /len=1607,40953_at
Cluster Incl. H94881:yu57f07.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-230245 /clone_end=3  /gb=H94881 /gi=1102514 /ug=Hs.19520 /len=480,40954_at
Cluster Incl. U79287:Human clone 23867 mRNA sequence /cds=UNKNOWN /gb=U79287 /gi=1710265 /ug=Hs.19555 /len=1396,40955_at
Cluster Incl. X90857:H.sapiens mRNA for -14 gene, containing globin regulatory element /cds=(285,1994) /gb=X90857 /gi=984124 /ug=Hs.19699 /len=3202,40956_at
Cluster Incl. D63881:Human mRNA for KIAA0160 gene, partial cds /cds=(0,2413) /gb=D63881 /gi=961453 /ug=Hs.197803 /len=4441,40957_at
Cluster Incl. AI693289:wd80h04.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2337943 /clone_end=3  /gb=AI693289 /gi=4970629 /ug=Hs.198037 /len=475,40958_at
Cluster Incl. AB011171:Homo sapiens mRNA for KIAA0599 protein, partial cds /cds=(0,2093) /gb=AB011171 /gi=3043721 /ug=Hs.198037 /len=5282,40959_at
Cluster Incl. D29805:Human mRNA for beta-1,4-galactosyltransferase, complete cds /cds=(72,1268) /gb=D29805 /gi=474986 /ug=Hs.198248 /len=4080,40960_at
Cluster Incl. X72889:H.sapiens hbrm mRNA /cds=(222,4982) /gb=X72889 /gi=414116 /ug=Hs.198296 /len=5862,40961_at
Cluster Incl. D26155:Human mRNA for transcriptional activator hSNF2a, complete cds /cds=(297,5015) /gb=D26155 /gi=505086 /ug=Hs.198296 /len=5257,40962_s_at
Cluster Incl. AF000148:Homo sapiens ATP-binding cassette transporter (ABCR) mRNA, complete cds /cds=(87,6908) /gb=AF000148 /gi=3243081 /ug=Hs.198396 /len=7306,40963_at
Cluster Incl. Z46376:H.sapiens HK2 mRNA for hexokinase II /cds=(1490,4243) /gb=Z46376 /gi=587201 /ug=Hs.198427 /len=5292,40964_at
Cluster Incl. AB019432:Homo sapiens mRNA for chloride channel protein 4, complete cds /cds=(275,2557) /gb=AB019432 /gi=4760532 /ug=Hs.199250 /len=4454,40965_at
Cluster Incl. AF099989:Homo sapiens Ste-20 related kinase SPAK mRNA, complete cds /cds=(173,1816) /gb=AF099989 /gi=3851170 /ug=Hs.199263 /len=3293,40966_at
Cluster Incl. AI813651:wj65b09.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2407673 /clone_end=3  /gb=AI813651 /gi=5424866 /ug=Hs.199263 /len=585,40967_at
Cluster Incl. AB004904:Homo sapiens mRNA for STAT induced STAT inhibitor-3, complete cds /cds=(106,783) /gb=AB004904 /gi=2443362 /ug=Hs.199791 /len=850,40968_at
Cluster Incl. AI922872:wn64f03.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2450237 /clone_end=3  /gb=AI922872 /gi=5658836 /ug=Hs.199791 /len=598,40969_at
Cluster Incl. Y12812:H.sapiens RFXAP mRNA /cds=(0,818) /gb=Y12812 /gi=2073409 /ug=Hs.200436 /len=819,40970_at
Cluster Incl. D86982:Human mRNA for KIAA0229 gene, partial cds /cds=(0,3543) /gb=D86982 /gi=1504037 /ug=Hs.20060 /len=6335,40971_at
Cluster Incl. M77198:Human rac protein kinase beta mRNA, complete cds /cds=(203,1765) /gb=M77198 /gi=337490 /ug=Hs.200816 /len=1849,40972_at
Cluster Incl. AI146846:qb92h04.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-1707607 /clone_end=3  /gb=AI146846 /gi=3674528 /ug=Hs.20100 /len=539,40973_at
Cluster Incl. U63541:Human mRNA expressed in HC/HCC livers and MolT-4 proliferating cells, partial sequence /cds=UNKNOWN /gb=U63541 /gi=1655871 /ug=Hs.20225 /len=1026,40974_at
Cluster Incl. AL050258:Novel human mRNA similar to mouse tuftelin-interacting protein 10 mRNA, AF097181 /cds=(263,2776) /gb=AL050258 /gi=4886426 /ug=Hs.20225 /len=3565,40975_s_at
Cluster Incl. AF052432:Homo sapiens katanin p80 subunit mRNA, complete cds /cds=(40,2007) /gb=AF052432 /gi=3005598 /ug=Hs.203004 /len=2306,40976_at
Cluster Incl. M16965:Human cerebellar degeneration-associated protein mRNA, complete cds /cds=(60,731) /gb=M16965 /gi=182736 /ug=Hs.204027 /len=1165,40977_f_at
Cluster Incl. W27184:23d5 Homo sapiens cDNA /gb=W27184 /gi=1306700 /ug=Hs.204027 /len=750,40978_s_at
Cluster Incl. AJ243310:Homo sapiens mRNA for C14orf3 protein /cds=(131,1147) /gb=AJ243310 /gi=5262358 /ug=Hs.204041 /len=1375,40979_at
Cluster Incl. W26477:30b5 Homo sapiens cDNA /gb=W26477 /gi=1307176 /ug=Hs.204196 /len=830,40980_at
Cluster Incl. U00930:Human clone C4E 1.63 (CAC)n/(GTG)n repeat-containing mRNA /cds=UNKNOWN /gb=U00930 /gi=405043 /ug=Hs.204196 /len=3276,40981_at
Cluster Incl. AA926957:om68h06.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-1552379 /clone_end=3  /gb=AA926957 /gi=3075854 /ug=Hs.204501 /len=726,40982_at
Cluster Incl. W28830:52c8 Homo sapiens cDNA /gb=W28830 /gi=1308778 /ug=Hs.204501 /len=844,40983_s_at
Cluster Incl. W28255:44b8 Homo sapiens cDNA /gb=W28255 /gi=1308203 /ug=Hs.20621 /len=922,40984_at
Cluster Incl. W28255:44b8 Homo sapiens cDNA /gb=W28255 /gi=1308203 /ug=Hs.20621 /len=922,40985_g_at
Cluster Incl. AA058852:zf65a11.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-381788 /clone_end=3  /gb=AA058852 /gi=1551659 /ug=Hs.20621 /len=621,40986_s_at
Cluster Incl. AA904259:oe74h05.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-1417401 /clone_end=3  /gb=AA904259 /gi=3039382 /ug=Hs.2062 /len=677,40987_at
Cluster Incl. AJ132637:Homo sapiens mRNA for ATP-dependent metalloprotease YME1L /cds=(183,2333) /gb=AJ132637 /gi=5689741 /ug=Hs.206521 /len=3858,40988_at
Cluster Incl. AI953179:wp99e08.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2469926 /clone_end=3  /gb=AI953179 /gi=5745412 /ug=Hs.20709 /len=643,40989_at
Cluster Incl. AF065389:Homo sapiens tetraspan NET-4 mRNA, complete cds /cds=(347,1153) /gb=AF065389 /gi=3152702 /ug=Hs.20709 /len=1405,40990_at
Cluster Incl. AW044649:wy78f01.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2554681 /clone_end=3  /gb=AW044649 /gi=5905178 /ug=Hs.20985 /len=585,40991_at
Cluster Incl. AF055993:Homo sapiens mSin3A associated polypeptide p30 mRNA, complete cds /cds=(240,902) /gb=AF055993 /gi=3493210 /ug=Hs.20985 /len=1107,40992_s_at
Cluster Incl. AF055993:Homo sapiens mSin3A associated polypeptide p30 mRNA, complete cds /cds=(240,902) /gb=AF055993 /gi=3493210 /ug=Hs.20985 /len=1107,40993_r_at
Cluster Incl. L15388:Human G protein-coupled receptor kinase (GRK5) mRNA, complete cds /cds=(220,1992) /gb=L15388 /gi=306804 /ug=Hs.211569 /len=2557,40994_at
Cluster Incl. X05608:Human gene for neurofilament subunit NF-L /cds=(96,1730) /gb=X05608 /gi=1495072 /ug=Hs.211584 /len=2018,40995_at
Cluster Incl. W28588:48h11 Homo sapiens cDNA /gb=W28588 /gi=1308536 /ug=Hs.211584 /len=971,40996_s_at
Cluster Incl. AI660963:wf20e04.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2351166 /clone_end=3  /gb=AI660963 /gi=4764546 /ug=Hs.211601 /len=650,40997_at
Cluster Incl. AF071309:Homo sapiens OPA-containing protein mRNA, complete cds /cds=(471,6542) /gb=AF071309 /gi=3426319 /ug=Hs.211607 /len=6772,40998_at
Cluster Incl. AI217362:qh17b10.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-1844923 /clone_end=3  /gb=AI217362 /gi=3797177 /ug=Hs.211607 /len=646,40999_at
Cluster Incl. U68723:Human checkpoint suppressor 1 mRNA, complete cds /cds=(132,1604) /gb=U68723 /gi=2114391 /ug=Hs.211773 /len=2667,41000_at
Cluster Incl. AB023202:Homo sapiens mRNA for KIAA0985 protein, complete cds /cds=(329,2413) /gb=AB023202 /gi=4589613 /ug=Hs.21239 /len=4511,41001_at
Cluster Incl. AB011004:Homo sapiens HuUAP1 mRNA for UDP-N-acetylglucosamine pyrophosphorylase, complete cds /cds=(0,1517) /gb=AB011004 /gi=3273315 /ug=Hs.21293 /len=1518,41242_at
Cluster Incl. AB007916:Homo sapiens mRNA for KIAA0447 protein, complete cds /cds=(416,1180) /gb=AB007916 /gi=3413855 /ug=Hs.214646 /len=6293,41243_at
Cluster Incl. X80910:H.sapiens PPP1CB mRNA /cds=(258,1241) /gb=X80910 /gi=531475 /ug=Hs.21537 /len=3590,41244_f_at
Cluster Incl. D49493:Human gene for human bone morphogenetic protein-3b /cds=(427,1863) /gb=D49493 /gi=902930 /ug=Hs.2171 /len=2634,41245_at
Cluster Incl. AI743134:wg87f07.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2372101 /clone_end=3  /gb=AI743134 /gi=5111422 /ug=Hs.21858 /len=853,41246_at
Cluster Incl. H12054:ym11b12.r1 Homo sapiens cDNA, 5  end /clone=IMAGE-47584 /clone_end=5  /gb=H12054 /gi=876874 /ug=Hs.219001 /len=490,41247_at
Cluster Incl. AB014589:Homo sapiens mRNA for KIAA0689 protein, partial cds /cds=(0,1644) /gb=AB014589 /gi=3327191 /ug=Hs.21992 /len=3859,41248_at
Cluster Incl. AL031282:dJ283E3.6.1 (PUTATIVE novel protein similar to many (archae)bacterial, worm and yeast hypothetical proteins) /cds=(42,1382) /gb=AL031282 /gi=3860395 /ug=Hs.220324 /len=3048,41249_at
Cluster Incl. U24169:Human JTV-1 (JTV-1) mRNA, complete cds /cds=(113,1051) /gb=U24169 /gi=1215668 /ug=Hs.220502 /len=1222,41250_at
Cluster Incl. L40410:Homo sapiens thyroid receptor interactor (TRIP3) mRNA, 3  end of cds /cds=(0,458) /gb=L40410 /gi=703109 /ug=Hs.2210 /len=867,41251_at
Cluster Incl. W28614:49b5 Homo sapiens cDNA /gb=W28614 /gi=1308562 /ug=Hs.22191 /len=818,41252_s_at
Cluster Incl. AI983043:wz30b11.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2559549 /clone_end=3  /gb=AI983043 /gi=5810262 /ug=Hs.22191 /len=581,41253_s_at
Cluster Incl. N48190:yz03f09.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-281993 /clone_end=3  /gb=N48190 /gi=1189356 /ug=Hs.22243 /len=494,41254_at
Cluster Incl. W28848:52g4 Homo sapiens cDNA /gb=W28848 /gi=1308814 /ug=Hs.22243 /len=773,41255_at
Cluster Incl. Z21507:H.sapiens EF-1delta gene encoding human elongation factor-1-delta /cds=(69,914) /gb=Z21507 /gi=38521 /ug=Hs.223241 /len=980,41256_at
Cluster Incl. D16217:Human mRNA for calpastatin, complete cds /cds=(162,2288) /gb=D16217 /gi=303598 /ug=Hs.226067 /len=2493,41257_at
Cluster Incl. N29665:yw73e06.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-257890 /clone_end=3  /gb=N29665 /gi=1148185 /ug=Hs.226223 /len=585,41258_at
Cluster Incl. AI553745:tn28c11.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2168948 /clone_end=3  /gb=AI553745 /gi=4486108 /ug=Hs.227152 /len=722,41259_at
Cluster Incl. U59321:Human DEAD-box protein p72 (P72) mRNA, complete cds /cds=(0,1952) /gb=U59321 /gi=1592564 /ug=Hs.227342 /len=2010,41260_at
Cluster Incl. N92920:zb57c08.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-307694 /clone_end=3  /gb=N92920 /gi=1265229 /ug=Hs.227391 /len=592,41261_at
Cluster Incl. AL021707:Human DNA sequence from clone 508I15 on chromosome 22q12-13 Contains gene for GTPBP1 (GTP binding protein 1), two novel genes KIAA0063 and KIAA0668, an mRNA, ESTs, STSs, GSSs, a CA repeat (D22S272) and CpG islands /cds=(153,1907) /gb=AL021707 /gi=4582132 /ug=Hs.227576 /len=2123,41262_at
Cluster Incl. W28631:49f5 Homo sapiens cDNA /gb=W28631 /gi=1308597 /ug=Hs.227576 /len=833,41263_at
Cluster Incl. AL050172:Homo sapiens mRNA; cDNA DKFZp586F1322 (from clone DKFZp586F1322) /cds=UNKNOWN /gb=AL050172 /gi=4884384 /ug=Hs.227598 /len=1828,41264_at
Cluster Incl. W28070:44f4 Homo sapiens cDNA /gb=W28070 /gi=1308234 /ug=Hs.227598 /len=826,41265_at
Cluster Incl. X53586:Human mRNA for integrin alpha 6 /cds=UNKNOWN /gb=X53586 /gi=33943 /ug=Hs.227730 /len=5629,41266_at
Cluster Incl. AB028972:Homo sapiens mRNA for KIAA1049 protein, partial cds /cds=(0,1653) /gb=AB028972 /gi=5689434 /ug=Hs.227835 /len=1794,41267_at
Cluster Incl. AB028972:Homo sapiens mRNA for KIAA1049 protein, partial cds /cds=(0,1653) /gb=AB028972 /gi=5689434 /ug=Hs.227835 /len=1794,41268_g_at
Cluster Incl. Y15906:Homo sapiens mRNA for XAGL protein /cds=(132,1646) /gb=Y15906 /gi=5327056 /ug=Hs.227913 /len=3721,41269_r_at
Cluster Incl. AA019936:ze63h04.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-363703 /clone_end=3  /gb=AA019936 /gi=1483743 /ug=Hs.228131 /len=538,41270_at
Cluster Incl. Y18483:Homo sapiens mRNA for SLC7A8 protein /cds=(730,2337) /gb=Y18483 /gi=4581469 /ug=Hs.22891 /len=4215,41271_at
Cluster Incl. W29031:55c6 Homo sapiens cDNA /gb=W29031 /gi=1308988 /ug=Hs.231657 /len=765,41272_s_at
Cluster Incl. AL046940:DKFZp586I0517_r1 Homo sapiens cDNA, 5  end /clone=DKFZp586I0517 /clone_end=5  /gb=AL046940 /gi=5434999 /ug=Hs.231657 /len=695,41273_at
Cluster Incl. AA908993:ol10d03.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-1523045 /clone_end=3  /gb=AA908993 /gi=3048398 /ug=Hs.23294 /len=491,41274_at
Cluster Incl. U31556:Human transcription factor E2F-5 mRNA, complete cds /cds=(38,1075) /gb=U31556 /gi=939728 /ug=Hs.2331 /len=1728,41275_at
Cluster Incl. W27641:37d11 Homo sapiens cDNA /gb=W27641 /gi=1307715 /ug=Hs.233697 /len=730,41276_at
Cluster Incl. AW021542:df25a06.y1 Homo sapiens cDNA, 5  end /clone=IMAGE-2484370 /clone_end=5  /gb=AW021542 /gi=5875072 /ug=Hs.233697 /len=577,41277_at
Cluster Incl. AF041474:Homo sapiens BAF53a (BAF53a) mRNA, complete cds /cds=(136,1425) /gb=AF041474 /gi=4001802 /ug=Hs.233982 /len=1822,41278_at
Cluster Incl. AF007134:Homo sapiens clone 23565 unknown mRNA, partial cds /cds=(0,736) /gb=AF007134 /gi=2852608 /ug=Hs.234249 /len=1480,41279_f_at
Cluster Incl. AF007134:Homo sapiens clone 23565 unknown mRNA, partial cds /cds=(0,736) /gb=AF007134 /gi=2852608 /ug=Hs.234249 /len=1480,41280_r_at
Cluster Incl. AF060502:Homo sapiens peroxisome assembly protein PEX10 mRNA, complete cds /cds=(32,1012) /gb=AF060502 /gi=3170652 /ug=Hs.234453 /len=1267,41281_s_at
Cluster Incl. AA194159:zr37h01.r1 Homo sapiens cDNA, 5  end /clone=IMAGE-665617 /clone_end=5  /gb=AA194159 /gi=1783850 /ug=Hs.234453 /len=610,41282_s_at
Cluster Incl. AF052131:Homo sapiens clone 23930 mRNA sequence /cds=UNKNOWN /gb=AF052131 /gi=3360440 /ug=Hs.234670 /len=1240,41283_at
Cluster Incl. AI650578:wa92f11.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2303661 /clone_end=3  /gb=AI650578 /gi=4734557 /ug=Hs.234869 /len=666,41284_at
Cluster Incl. X77567:H.sapiens mRNA for InsP3 5-phosphatase /cds=(99,1337) /gb=X77567 /gi=509736 /ug=Hs.234869 /len=1564,41285_at
Cluster Incl. X77753:H.sapiens TROP-2 gene /cds=(615,1586) /gb=X77753 /gi=1524102 /ug=Hs.23582 /len=2805,41286_at
Cluster Incl. W28510:48f3 Homo sapiens cDNA /gb=W28510 /gi=1308521 /ug=Hs.236327 /len=902,41287_s_at
Cluster Incl. AL036744:DKFZp564I1663_r1 Homo sapiens cDNA, 5  end /clone=DKFZp564I1663 /clone_end=5  /gb=AL036744 /gi=5927888 /ug=Hs.236327 /len=617,41288_at
Cluster Incl. AA126505:zn86a09.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-565048 /clone_end=3  /gb=AA126505 /gi=1686153 /ug=Hs.237108 /len=713,41289_at
Cluster Incl. W27873:39a11 Homo sapiens cDNA /gb=W27873 /gi=1307821 /ug=Hs.237108 /len=855,41290_at
Cluster Incl. AC004528:Homo sapiens chromosome 19, cosmid R32184 /cds=(0,1589) /gb=AC004528 /gi=3025444 /ug=Hs.238519 /len=1590,41291_at
Cluster Incl. L22009:Human hnRNP H mRNA, complete cds /cds=(72,1421) /gb=L22009 /gi=347313 /ug=Hs.238542 /len=2201,41292_at
Cluster Incl. AI123710:oo16h01.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-1566385 /clone_end=3  /gb=AI123710 /gi=3539476 /ug=Hs.23881 /len=788,41293_at
Cluster Incl. AJ238246:Homo sapiens mRNA for sarcolectin /cds=(61,1470) /gb=AJ238246 /gi=4688899 /ug=Hs.23881 /len=1831,41294_at
Cluster Incl. AL041780:DKFZp434A0418_s1 Homo sapiens cDNA, 3  end /clone=DKFZp434A0418 /clone_end=3  /gb=AL041780 /gi=5421127 /ug=Hs.239060 /len=723,41295_at
Cluster Incl. W27761:37c5 Homo sapiens cDNA /gb=W27761 /gi=1307709 /ug=Hs.239060 /len=734,41296_s_at
Cluster Incl. AI189305:qd05d11.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-1722837 /clone_end=3  /gb=AI189305 /gi=3740514 /ug=Hs.239114 /len=817,41297_at
Cluster Incl. AF027156:Homo sapiens alpha 1,2-mannosidase IB mRNA, complete cds /cds=(520,2445) /gb=AF027156 /gi=3127046 /ug=Hs.239114 /len=2792,41298_at
Cluster Incl. W28183:43b9 Homo sapiens cDNA /gb=W28183 /gi=1308131 /ug=Hs.239301 /len=937,41299_f_at
Cluster Incl. AA477898:zu34f08.r1 Homo sapiens cDNA, 5  end /clone=IMAGE-739911 /clone_end=5  /gb=AA477898 /gi=2206532 /ug=Hs.239414 /len=449,41300_s_at
Cluster Incl. W28608:49b1 Homo sapiens cDNA /gb=W28608 /gi=1308556 /ug=Hs.239414 /len=839,41301_at
Cluster Incl. R59606:yh02e06.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-41910 /clone_end=3  /gb=R59606 /gi=830301 /ug=Hs.239474 /len=469,41302_at
Cluster Incl. AI378632:tc72g11.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2070212 /clone_end=3  /gb=AI378632 /gi=4188485 /ug=Hs.239503 /len=476,41303_r_at
Cluster Incl. AF016098:Homo sapiens vascular endothelial cell growth factor 165 receptor 2 (VEGF165R2) mRNA, complete cds /cds=(0,2795) /gb=AF016098 /gi=2978561 /ug=Hs.239518 /len=2796,41304_at
Cluster Incl. M95549:Homo sapiens sodium/glucose cotransporter-like protein mRNA, complete cds /cds=(20,2038) /gb=M95549 /gi=338052 /ug=Hs.239633 /len=2273,41305_at
Cluster Incl. AA004795:zh96a06.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-429106 /clone_end=3  /gb=AA004795 /gi=1448292 /ug=Hs.239696 /len=568,41306_at
Cluster Incl. W28597:49a1 Homo sapiens cDNA /gb=W28597 /gi=1308545 /ug=Hs.239720 /len=800,41307_at
Cluster Incl. U37408:Homo sapiens phosphoprotein CtBP mRNA, complete cds /cds=(49,1371) /gb=U37408 /gi=3702074 /ug=Hs.239737 /len=2109,41308_at
Cluster Incl. U37408:Homo sapiens phosphoprotein CtBP mRNA, complete cds /cds=(49,1371) /gb=U37408 /gi=3702074 /ug=Hs.239737 /len=2109,41309_g_at
Cluster Incl. X12794:Human v-erbA related ear-2 gene /cds=(0,1211) /gb=X12794 /gi=31064 /ug=Hs.239752 /len=1212,41310_f_at
Cluster Incl. AI189624:qd32h08.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-1725471 /clone_end=3  /gb=AI189624 /gi=3740833 /ug=Hs.239752 /len=833,41311_f_at
Cluster Incl. AI189624:qd32h08.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-1725471 /clone_end=3  /gb=AI189624 /gi=3740833 /ug=Hs.239752 /len=833,41312_r_at
Cluster Incl. M86917:Human oxysterol-binding protein (OSBP) mRNA, complete cds /cds=(480,2903) /gb=M86917 /gi=189402 /ug=Hs.239757 /len=2997,41313_at
Cluster Incl. AF047042:Homo sapiens citrate synthase mRNA, complete cds /cds=(0,1400) /gb=AF047042 /gi=3288814 /ug=Hs.239760 /len=1401,41314_at
Cluster Incl. AA456343:zx76d04.r1 Homo sapiens cDNA, 5  end /clone=IMAGE-809671 /clone_end=5  /gb=AA456343 /gi=2178919 /ug=Hs.23978 /len=646,41315_at
Cluster Incl. U72355:Human Hsp27 ERE-TATA-binding protein (HET) mRNA, complete cds /cds=(53,2800) /gb=U72355 /gi=2828536 /ug=Hs.23978 /len=2987,41316_s_at
Cluster Incl. X12534:Human rap2 mRNA for ras-related protein /cds=(3,554) /gb=X12534 /gi=35860 /ug=Hs.239892 /len=555,41317_at
Cluster Incl. X12534:Human rap2 mRNA for ras-related protein /cds=(3,554) /gb=X12534 /gi=35860 /ug=Hs.239892 /len=555,41318_g_at
Cluster Incl. AI034226:ow09g06.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-1646362 /clone_end=3  /gb=AI034226 /gi=3255179 /ug=Hs.239892 /len=569,41319_at
Cluster Incl. U69609:Human transcriptional repressor (GCF2) mRNA, complete cds /cds=(124,2382) /gb=U69609 /gi=3421044 /ug=Hs.239894 /len=3505,41320_s_at
Cluster Incl. AA528077:nh90a11.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-965756 /clone_end=3  /gb=AA528077 /gi=2270146 /ug=Hs.23990 /len=631,41321_s_at
Cluster Incl. AI816034:au44e05.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2517632 /clone_end=3  /gb=AI816034 /gi=5431580 /ug=Hs.23990 /len=737,41322_s_at
Cluster Incl. U90917:Human clone 23641 mRNA sequence /cds=UNKNOWN /gb=U90917 /gi=1913898 /ug=Hs.239 /len=1301,41323_at
Cluster Incl. U90917:Human clone 23641 mRNA sequence /cds=UNKNOWN /gb=U90917 /gi=1913898 /ug=Hs.239 /len=1301,41324_g_at
Cluster Incl. AF006823:Homo sapiens TWIK-related acid-sensitive K+ channel (TASK) mRNA, complete cds /cds=(125,1309) /gb=AF006823 /gi=2465541 /ug=Hs.24040 /len=2575,41325_at
Cluster Incl. AI193606:qe71b12.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-1744415 /clone_end=3  /gb=AI193606 /gi=3744815 /ug=Hs.24040 /len=516,41326_at
Cluster Incl. AA887477:oj54a08.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-1502102 /clone_end=3  /gb=AA887477 /gi=3003165 /ug=Hs.24178 /len=550,41327_at
Cluster Incl. AL096717:Homo sapiens mRNA; cDNA DKFZp564P0662 (from clone DKFZp564P0662) /cds=UNKNOWN /gb=AL096717 /gi=5419852 /ug=Hs.24178 /len=2228,41328_s_at
Cluster Incl. AI458463:tj99b02.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2149611 /clone_end=3  /gb=AI458463 /gi=4311042 /ug=Hs.24243 /len=594,41329_at
Cluster Incl. AB018349:Homo sapiens mRNA for KIAA0806 protein, complete cds /cds=(198,3395) /gb=AB018349 /gi=3882332 /ug=Hs.24279 /len=4015,41330_s_at
Cluster Incl. R93981:yt73d01.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-276120 /clone_end=3  /gb=R93981 /gi=969376 /ug=Hs.24279 /len=462,41331_at
Cluster Incl. D38251:Homo sapiens mRNA for RPB5 (XAP4), complete cds /cds=(30,662) /gb=D38251 /gi=806518 /ug=Hs.24301 /len=1254,41332_at
Cluster Incl. D26069:Human mRNA for KIAA0041 gene, partial cds /cds=(0,1899) /gb=D26069 /gi=436227 /ug=Hs.24340 /len=6480,41333_at
Cluster Incl. AA398463:zt62e11.s1 Homo sapiens cDNA, 3  end /clone=IMAGE-726956 /clone_end=3  /gb=AA398463 /gi=2051573 /ug=Hs.24375 /len=625,41334_r_at
Cluster Incl. AL050084:Homo sapiens mRNA; cDNA DKFZp566O1646 (from clone DKFZp566O1646) /cds=(0,658) /gb=AL050084 /gi=4884318 /ug=Hs.24427 /len=1326,41335_at
Cluster Incl. AI823772:wj14e08.x1 Homo sapiens cDNA, 3  end /clone=IMAGE-2402822 /clone_end=3  /gb=AI823772 /gi=5444443 /ug=Hs.24427 /len=565,41336_at
Cluster Incl. AF072902:Homo sapiens gp130 associated protein GAM mRNA, complete cds /cds=(79,669) /gb=AF072902 /gi=3309588 /ug=Hs.244 /len=1317,41337_at
